Code;Libellé;Médiane du niveau de vie 2015
65127;Capvern;20490
65128;Castelbajac;19533
65129;Castelnau-Magnoac;17747
65130;Castelnau-Rivière-Basse;18712
65131;Castelvieilh;22504
65132;Castéra-Lanusse;N/A
65133;Castéra-Lou;20921
65134;Casterets;N/A
65135;Castillon;N/A
65136;Caubous;N/A
65137;Caussade-Rivière;N/A
65138;Cauterets;19698
65139;Cazarilh;N/A
65140;Cazaux-Debat;N/A
65141;Cazaux-Fréchet-Anéran-Camors;N/A
65142;Chelle-Debat;19611
65143;Chelle-Spou;18879
65144;Cheust;N/A
65145;Chèze;N/A
65146;Chis;21038
65147;Cieutat;20010
65148;Cizos;20323
65149;Clarac;18903
65150;Clarens;22310
65151;Collongues;21184
65153;Coussan;22058
65154;Créchets;N/A
65155;Devèze;N/A
65156;Dours;20935
65157;Ens;N/A
65158;Esbareich;N/A
65159;Escala;19752
65160;Escaunets;18401
65161;Escondeaux;18173
65162;Esconnets;N/A
65163;Escots;N/A
65164;Escoubès-Pouts;19697
65165;Esparros;16568
65166;Espèche;N/A
65167;Espieilh;N/A
65168;Esquièze-Sère;19769
65169;Estaing;N/A
65170;Estampures;N/A
65171;Estarvielle;N/A
65172;Estensan;N/A
65173;Esterre;20307
65174;Estirac;19269
65175;Ferrère;N/A
65176;Ferrières;N/A
65177;Fontrailles;21085
65178;Fréchède;N/A
65179;Fréchendets;N/A
65180;Fréchet-Aure;N/A
65181;Fréchou-Fréchet;22177
65182;Gaillagos;19193
65183;Galan;19442
65184;Galez;19409
65185;Gardères;20092
65186;Gaudent;N/A
65187;Gaussan;N/A
65189;Gayan;20567
65190;Gazave;N/A
65191;Gazost;21011
65192;Gavarnie-Gèdre;17099
65193;Gembrie;N/A
65194;Générest;N/A
65195;Génos;20878
65196;Gensac;19639
65197;Ger;20205
65198;Gerde;21362
65199;Germ;N/A
65200;Germs-sur-l'Oussouet;16550
65201;Geu;19458
65202;Gez;20380
65203;Gez-ez-Angles;N/A
65204;Gonez;N/A
65205;Gouaux;N/A
65206;Goudon;20016
65207;Gourgue;N/A
65208;Grailhen;N/A
65209;Grézian;N/A
65210;Grust;N/A
65211;Guchan;20025
65212;Guchen;17697
65213;Guizerix;20754
65214;Hachan;N/A
65215;Hagedet;N/A
65216;Hauban;22800
65217;Hautaget;N/A
65218;Hèches;18441
65219;Hères;17472
65220;Hibarette;19741
65221;Hiis;22900
65222;Hitte;21147
65223;Horgues;25035
65224;Houeydets;20248
65225;Hourc;N/A
65226;Ibos;22192
65228;Ilhet;22761
65229;Ilheu;N/A
65230;Izaourt;21092
65231;Izaux;19014
65232;Jacque;N/A
65233;Jarret;19232
65234;Jézeau;N/A
65235;Juillan;21821
65236;Julos;20973
65237;Juncalas;19125
65238;Labassère;19175
65239;Labastide;19955
65240;Labatut-Rivière;17680
65241;Laborde;N/A
65242;Lacassagne;20080
65243;Lafitole;18557
65244;Lagarde;20121
65245;Lagrange;22356
65247;Arrayou-Lahitte;17127
65248;Lahitte-Toupière;17600
65249;Lalanne;N/A
65250;Lalanne-Trie;18343
65251;Laloubère;21860
65252;Lamarque-Pontacq;21144
65253;Lamarque-Rustaing;N/A
65254;Laméac;15115
65255;Lançon;N/A
65256;Lanespède;20773
65257;Lanne;22505
65258;Lannemezan;18315
65259;Lansac;20775
65260;Lapeyre;N/A
65261;Laran;N/A
65262;Larreule;17892
65263;Larroque;N/A
65264;Lascazères;18575
65265;Laslades;21325
65266;Lassales;N/A
65267;Lau-Balagnas;19568
65268;Layrisse;23829
65269;Lescurry;20491
65270;Lespouey;21863
65271;Lézignan;21817
65272;Lhez;N/A
65273;Liac;17568
65274;Libaros;17863
65275;Lies;N/A
65276;Lizos;19786
65277;Lombrès;N/A
65278;Lomné;N/A
65279;Lortet;21901
65280;Loubajac;20790
65281;Loucrup;19576
65282;Loudenvielle;20709
65283;Loudervielle;N/A
65284;Louey;22690
65285;Louit;22522
65286;Lourdes;17573
65287;Loures-Barousse;19120
65288;Lubret-Saint-Luc;N/A
65289;Luby-Betmont;N/A
65290;Luc;21998
65291;Lugagnan;19958
65292;Luquet;21411
65293;Lustar;20472
65294;Lutilhous;20683
65295;Luz-Saint-Sauveur;18726
65296;Madiran;18387
65297;Mansan;N/A
65298;Marquerie;N/A
65299;Marsac;20254
65300;Marsas;N/A
65301;Marseillan;20901
65303;Mascaras;21080
65304;Maubourguet;17690
65305;Mauléon-Barousse;19398
65306;Mauvezin;22607
65307;Mazères-de-Neste;19626
65308;Mazerolles;N/A
65309;Mazouau;N/A
65310;Mérilheu;20130
65311;Mingot;N/A
65313;Momères;23664
65314;Monfaucon;16917
65315;Monléon-Magnoac;19779
65316;Monlong;N/A
65317;Mont;N/A
65318;Montastruc;21725
65319;Montégut;19144
65320;Montgaillard;21792
65321;Montignac;23392
65322;Montoussé;19473
65323;Montsérié;N/A
65324;Moulédous;18269
65325;Moumoulous;N/A
65326;Mun;N/A
65327;Nestier;20129
65328;Neuilh;N/A
65329;Nistos;15140
65330;Nouilhan;21849
65331;Odos;23267
65332;Oléac-Debat;24040
65333;Oléac-Dessus;21369
65334;Omex;20178
65335;Ordizan;20438
65336;Organ;N/A
65337;Orieux;N/A
65338;Orignac;19522
65339;Orincles;19797
65340;Orleix;20509
65341;Oroix;N/A
65342;Osmets;N/A
65343;Ossen;20395
65344;Ossun;20808
65345;Ossun-ez-Angles;N/A
65346;Oueilloux;19879
65347;Ourde;N/A
65348;Ourdis-Cotdoussan;N/A
65349;Ourdon;N/A
65350;Oursbelille;20810
65351;Ousté;N/A
65352;Ouzous;21562
65353;Ozon;19649
65354;Pailhac;N/A
65355;Paréac;N/A
65356;Péré;N/A
65357;Peyraube;24122
65358;Peyret-Saint-André;N/A
65359;Peyriguère;N/A
65360;Peyrouse;21352
65361;Peyrun;N/A
65362;Pierrefitte-Nestalas;18537
65363;Pinas;21216
65364;Pintac;N/A
65366;Poueyferré;20233
65367;Poumarous;19484
65368;Pouy;N/A
65369;Pouyastruc;22434
65370;Pouzac;20653
65371;Préchac;19595
65372;Pujo;20229
65373;Puntous;21004
65374;Puydarrieux;16724
65375;Rabastens-de-Bigorre;17912
65376;Recurt;20433
65377;Réjaumont;19372
65378;Ricaud;N/A
65379;Ris;N/A
65380;Sabalos;20355
65381;Sabarros;N/A
65382;Sacoué;N/A
65383;Sadournin;17260
65384;Sailhan;19651
65385;Saint-Arroman;N/A
65386;Saint-Créac;N/A
65387;Saint-Lanne;20791
65388;Saint-Lary-Soulan;20214
65389;Saint-Laurent-de-Neste;20977
65390;Saint-Lézer;20609
65391;Sainte-Marie;N/A
65392;Saint-Martin;22142
65393;Saint-Pastous;22538
65394;Saint-Paul;20248
65395;Saint-Pé-de-Bigorre;19365
65396;Saint-Savin;20721
65397;Saint-Sever-de-Rustan;18515
65398;Saléchan;18479
65399;Saligos;18319
65400;Salles;19152
65401;Salles-Adour;22418
65402;Samuran;N/A
65403;Sanous;N/A
65404;Sariac-Magnoac;17404
65405;Sarlabous;N/A
65406;Sarniguet;21207
65407;Sarp;19158
65408;Sarrancolin;19537
65409;Sarriac-Bigorre;19522
65410;Sarrouilles;22331
65411;Sassis;N/A
65412;Sauveterre;18325
65413;Sazos;19660
65414;Ségalas;N/A
65415;Ségus;21300
65416;Seich;N/A
65417;Séméac;20630
65418;Sénac;20994
65419;Sentous;N/A
65420;Sère-en-Lavedan;N/A
65421;Sère-Lanso;N/A
65422;Séron;20286
65423;Sère-Rustaing;20079
65424;Sers;N/A
65425;Siarrouy;21776
65426;Sinzos;21819
65427;Siradan;18344
65428;Sireix;N/A
65429;Sombrun;17866
65430;Soréac;N/A
65431;Sost;N/A
65432;Soublecause;18697
65433;Soues;20163
65435;Soulom;17394
65436;Souyeaux;21589
65437;Tajan;20557
65438;Talazac;N/A
65439;Tarasteix;20153
65440;Tarbes;17168
65441;Thèbe;N/A
65442;Thermes-Magnoac;20737
65443;Thuy;N/A
65444;Tibiran-Jaunac;21942
65445;Tilhouse;23239
65446;Tostat;18499
65447;Tournay;19532
65448;Tournous-Darré;N/A
65449;Tournous-Devant;20745
65450;Tramezaïgues;N/A
65451;Trébons;21123
65452;Trie-sur-Baïse;18274
65453;Troubat;N/A
65454;Trouley-Labarthe;N/A
65455;Tuzaguet;20860
65456;Uglas;21372
65457;Ugnouas;N/A
65458;Uz;N/A
65459;Uzer;19191
65460;Vic-en-Bigorre;18784
65461;Vidou;N/A
65462;Vidouze;20259
65463;Viella;N/A
65464;Vielle-Adour;21641
65465;Vielle-Aure;19811
65466;Vielle-Louron;N/A
65467;Vier-Bordes;N/A
65468;Vieuzos;N/A
65469;Viey;N/A
65470;Viger;21470
65471;Vignec;19297
65472;Villefranque;N/A
65473;Villelongue;21324
65474;Villembits;16744
65475;Villemur;N/A
65476;Villenave-près-Béarn;N/A
65477;Villenave-près-Marsac;N/A
65478;Viscos;N/A
65479;Visker;25113
65481;Barèges;17304
65482;Cantaous;20217
66001;L'Albère;N/A
66002;Alénya;19209
66003;Amélie-les-Bains-Palalda;16757
66004;Les Angles;18341
66005;Angoustrine-Villeneuve-des-Escaldes;20402
66006;Ansignan;15100
66007;Arboussols;16978
66008;Argelès-sur-Mer;19318
66009;Arles-sur-Tech;17790
66010;Ayguatébia-Talau;N/A
66011;Bages;19520
66012;Baho;19967
66013;Baillestavy;N/A
66014;Baixas;17700
66015;Banyuls-dels-Aspres;19007
66016;Banyuls-sur-Mer;20071
66017;Le Barcarès;18536
66018;La Bastide;N/A
66019;Bélesta;14985
66020;Bolquère;19978
66021;Bompas;19448
66022;Boule-d'Amont;N/A
66023;Bouleternère;17935
66024;Le Boulou;18126
66025;Bourg-Madame;18206
66026;Brouilla;19557
66027;La Cabanasse;19404
66028;Cabestany;21290
66029;Caixas;17041
66030;Calce;20144
66032;Calmeilles;N/A
66033;Camélas;20606
66034;Campôme;N/A
66035;Campoussy;N/A
66036;Canaveilles;N/A
66037;Canet-en-Roussillon;19847
66038;Canohès;20544
66039;Caramany;14123
66040;Casefabre;N/A
66041;Cases-de-Pène;19505
66042;Cassagnes;16712
66043;Casteil;17455
66044;Castelnou;18794
66045;Catllar;19509
66046;Caudiès-de-Fenouillèdes;17174
66047;Caudiès-de-Conflent;N/A
66048;Cerbère;19101
66049;Céret;19310
66050;Claira;19547
66051;Clara-Villerach;20529
66052;Codalet;20943
66053;Collioure;20909
66054;Conat;N/A
66055;Corbère;18945
66056;Corbère-les-Cabanes;19208
66057;Corneilla-de-Conflent;17718
66058;Corneilla-la-Rivière;18785
66059;Corneilla-del-Vercol;19870
66060;Corsavy;16436
66061;Coustouges;N/A
66062;Dorres;21491
66063;Les Cluses;20752
66064;Égat;20608
66065;Elne;17224
66066;Enveitg;17858
66067;Err;19288
66068;Escaro;15226
66069;Espira-de-l'Agly;18510
66070;Espira-de-Conflent;17751
66071;Estagel;16909
66072;Estavar;17745
66073;Estoher;17658
66074;Eus;18820
66075;Eyne;17227
66076;Felluns;N/A
66077;Fenouillet;N/A
66078;Fillols;17840
66079;Finestret;20122
66080;Fontpédrouse;17494
66081;Fontrabiouse;17237
66082;Formiguères;17576
66083;Fosse;N/A
66084;Fourques;18849
66085;Fuilla;18554
66086;Glorianes;N/A
66088;Ille-sur-Têt;16679
66089;Joch;20058
66090;Jujols;N/A
66091;Lamanère;N/A
66092;Lansac;N/A
66093;Laroque-des-Albères;21779
66094;Latour-Bas-Elne;20246
66095;Latour-de-Carol;19262
66096;Latour-de-France;17283
66097;Lesquerde;19306
66098;La Llagonne;19391
66099;Llauro;17204
66100;Llo;19764
66101;Llupia;21735
66102;Mantet;N/A
66103;Marquixanes;16129
66104;Los Masos;18324
66105;Matemale;17696
66106;Maureillas-las-Illas;19106
66107;Maury;14447
66108;Millas;18163
66109;Molitg-les-Bains;18323
66111;Montalba-le-Château;15529
66112;Montauriol;20836
66113;Montbolo;17990
66114;Montescot;19980
66115;Montesquieu-des-Albères;21988
66116;Montferrer;15427
66117;Mont-Louis;18409
66118;Montner;16542
66119;Mosset;15984
66120;Nahuja;N/A
66121;Néfiach;18900
66122;Nohèdes;N/A
66123;Nyer;N/A
66124;Font-Romeu-Odeillo-Via;19630
66125;Olette;16365
66126;Oms;17975
66127;Opoul-Périllos;17526
66128;Oreilla;N/A
66129;Ortaffa;18939
66130;Osséja;18643
66132;Palau-de-Cerdagne;18862
66133;Palau-del-Vidre;18463
66134;Passa;17506
66136;Perpignan;16000
66137;Le Perthus;15185
66138;Peyrestortes;18672
66139;Pézilla-de-Conflent;N/A
66140;Pézilla-la-Rivière;18911
66141;Pia;18242
66142;Planès;N/A
66143;Planèzes;13594
66144;Pollestres;19873
66145;Ponteilla;19483
66146;Porta;17600
66147;Porté-Puymorens;20383
66148;Port-Vendres;16994
66149;Prades;17377
66150;Prats-de-Mollo-la-Preste;17643
66151;Prats-de-Sournia;N/A
66152;Prugnanes;N/A
66153;Prunet-et-Belpuig;N/A
66154;Puyvalador;N/A
66155;Py;N/A
66156;Rabouillet;N/A
66157;Railleu;N/A
66158;Rasiguères;15898
66159;Réal;N/A
66160;Reynès;19408
66161;Ria-Sirach;17583
66162;Rigarda;19471
66164;Rivesaltes;17878
66165;Rodès;18167
66166;Sahorre;16201
66167;Saillagouse;18890
66168;Saint-André;20214
66169;Saint-Arnac;14197
66170;Sainte-Colombe-de-la-Commanderie;25786
66171;Saint-Cyprien;20080
66172;Saint-Estève;19748
66173;Saint-Féliu-d'Amont;19036
66174;Saint-Féliu-d'Avall;18672
66175;Saint-Génis-des-Fontaines;20120
66176;Saint-Hippolyte;18990
66177;Saint-Jean-Lasseille;18901
66178;Saint-Jean-Pla-de-Corts;20085
66179;Saint-Laurent-de-Cerdans;18763
66180;Saint-Laurent-de-la-Salanque;18751
66181;Sainte-Léocadie;20813
66182;Sainte-Marie-la-Mer;19038
66183;Saint-Marsal;N/A
66184;Saint-Martin-de-Fenouillet;N/A
66185;Saint-Michel-de-Llotes;19083
66186;Saint-Nazaire;19938
66187;Saint-Paul-de-Fenouillet;15970
66188;Saint-Pierre-dels-Forcats;20182
66189;Saleilles;21113
66190;Salses-le-Château;17826
66191;Sansa;N/A
66192;Sauto;17957
66193;Serdinya;15277
66194;Serralongue;16919
66195;Le Soler;19090
66196;Sorède;20266
66197;Souanyas;N/A
66198;Sournia;16489
66199;Taillet;16112
66201;Tarerach;N/A
66202;Targassonne;20323
66203;Taulis;N/A
66204;Taurinya;17393
66205;Tautavel;16817
66206;Le Tech;N/A
66207;Terrats;19199
66208;Théza;18527
66209;Thuès-Entre-Valls;N/A
66210;Thuir;18985
66211;Tordères;17337
66212;Torreilles;19075
66213;Toulouges;19966
66214;Tresserre;20081
66215;Trévillach;18117
66216;Trilla;N/A
66217;Trouillas;18861
66218;Ur;18404
66219;Urbanya;N/A
66220;Valcebollère;N/A
66221;Valmanya;N/A
66222;Vernet-les-Bains;18084
66223;Villefranche-de-Conflent;14906
66224;Villelongue-de-la-Salanque;18996
66225;Villelongue-dels-Monts;19794
66226;Villemolaque;18397
66227;Villeneuve-de-la-Raho;21771
66228;Villeneuve-la-Rivière;19308
66230;Vinça;19080
66231;Vingrau;16350
66232;Vira;N/A
66233;Vivès;19583
66234;Le Vivier;N/A
67001;Achenheim;25277
67002;Adamswiller;21002
67003;Albé;22174
67004;Sommerau;22102
67005;Alteckendorf;23951
67006;Altenheim;19565
67008;Altorf;24439
67009;Altwiller;20678
67010;Andlau;22451
67011;Artolsheim;21874
67012;Aschbach;22374
67013;Asswiller;17910
67014;Auenheim;23215
67016;Avolsheim;23881
67017;Baerendorf;20206
67018;Balbronn;23088
67019;Baldenheim;21917
67020;Barembach;20281
67021;Barr;21073
67022;Bassemberg;20822
67023;Batzendorf;24227
67025;Beinheim;25248
67026;Bellefosse;21503
67027;Belmont;23727
67028;Benfeld;20129
67029;Berg;21626
67030;Bergbieten;24996
67031;Bernardswiller;23984
67032;Bernardvillé;23841
67033;Bernolsheim;25799
67034;Berstett;25802
67035;Berstheim;24285
67036;Bettwiller;20812
67037;Biblisheim;23924
67038;Bietlenheim;22096
67039;Bilwisheim;24954
67040;Bindernheim;22301
67043;Bischheim;17537
67044;Bischholtz;20555
67045;Bischoffsheim;24449
67046;Bischwiller;18365
67047;Bissert;22307
67048;Bitschhoffen;21883
67049;Blaesheim;25249
67050;Blancherupt;N/A
67051;Blienschwiller;23922
67052;Boersch;23850
67053;Boesenbiesen;25175
67054;Bolsenheim;25526
67055;Boofzheim;22983
67056;Bootzheim;21987
67057;Bosselshausen;23032
67058;Bossendorf;22367
67059;Bourg-Bruche;18523
67060;Bourgheim;21592
67061;Bouxwiller;20778
67062;Breitenau;23165
67063;Breitenbach;21118
67065;Breuschwickersheim;25890
67066;La Broque;19435
67067;Brumath;23253
67068;Buswiller;23666
67069;Buhl;23285
67070;Burbach;19590
67071;Bust;19848
67072;Butten;21374
67073;Châtenois;22930
67074;Cleebourg;22233
67075;Climbach;20303
67076;Colroy-la-Roche;20393
67077;Cosswiller;23431
67078;Crastatt;22276
67079;Croettwiller;22521
67080;Dachstein;24037
67081;Dahlenheim;24619
67082;Dalhunden;23866
67083;Dambach;21125
67084;Dambach-la-Ville;22378
67085;Dangolsheim;25022
67086;Daubensand;26097
67087;Dauendorf;23070
67088;Dehlingen;21049
67089;Dettwiller;21269
67090;Diebolsheim;21497
67091;Diedendorf;20394
67092;Dieffenbach-au-Val;22998
67093;Dieffenbach-lès-Woerth;23754
67094;Dieffenthal;23052
67095;Diemeringen;20556
67096;Dimbsthal;24502
67097;Dingsheim;28646
67098;Dinsheim-sur-Bruche;23463
67099;Domfessel;19318
67100;Donnenheim;23994
67101;Dorlisheim;24019
67102;Dossenheim-Kochersberg;25882
67103;Dossenheim-sur-Zinsel;23015
67104;Drachenbronn-Birlenbach;21842
67105;Drulingen;19029
67106;Drusenheim;23137
67107;Duntzenheim;22027
67108;Duppigheim;24412
67109;Durningen;24875
67110;Durrenbach;22088
67111;Durstel;22335
67112;Duttlenheim;24246
67113;Eberbach-Seltz;25751
67115;Ebersheim;21949
67116;Ebersmunster;22904
67117;Eckartswiller;23125
67118;Eckbolsheim;23416
67119;Eckwersheim;26707
67120;Eichhoffen;22616
67121;Elsenheim;23239
67122;Wangenbourg-Engenthal;23038
67123;Engwiller;23701
67124;Entzheim;23345
67125;Epfig;22950
67126;Erckartswiller;21792
67127;Ergersheim;24839
67128;Ernolsheim-Bruche;24497
67129;Ernolsheim-lès-Saverne;22664
67130;Erstein;21426
67131;Eschau;24713
67132;Eschbach;24229
67133;Eschbourg;19232
67134;Eschwiller;20407
67135;Ettendorf;23559
67136;Eywiller;19673
67137;Fegersheim;24090
67138;Fessenheim-le-Bas;25369
67139;Flexbourg;23563
67140;Forstfeld;25240
67141;Forstheim;22927
67142;Fort-Louis;24518
67143;Fouchy;21434
67144;Fouday;19706
67145;Friedolsheim;22415
67146;Friesenheim;22236
67147;Froeschwiller;21824
67148;Frohmuhl;18579
67149;Furchhausen;23103
67150;Furdenheim;25468
67151;Gambsheim;23710
67152;Geispolsheim;23417
67153;Geiswiller-Zoebersdorf;22105
67154;Gerstheim;22834
67155;Gertwiller;23026
67156;Geudertheim;23591
67159;Goerlingen;18975
67160;Goersdorf;21453
67161;Gottenhouse;26053
67162;Gottesheim;21442
67163;Gougenheim;25626
67164;Goxwiller;23691
67165;Grandfontaine;19843
67166;Grassendorf;22568
67167;Grendelbruch;23121
67168;Gresswiller;24141
67169;Gries;23894
67172;Griesheim-près-Molsheim;25760
67173;Griesheim-sur-Souffel;28666
67174;Gumbrechtshoffen;21767
67176;Gundershoffen;21471
67177;Gunstett;23121
67178;Gungwiller;21450
67179;Haegen;22941
67180;Haguenau;20759
67181;Handschuheim;24702
67182;Hangenbieten;25108
67183;Harskirchen;20342
67184;Hatten;21474
67185;Hattmatt;21315
67186;Hegeney;23311
67187;Heidolsheim;22083
67188;Heiligenberg;23928
67189;Heiligenstein;24769
67190;Hengwiller;23909
67191;Herbitzheim;20966
67192;Herbsheim;23110
67194;Herrlisheim;23600
67195;Hessenheim;22672
67196;Hilsenheim;21893
67197;Hindisheim;24964
67198;Hinsbourg;23768
67199;Hinsingen;N/A
67200;Hipsheim;25069
67201;Hirschland;18742
67202;Hochfelden;22756
67203;Hochstett;24721
67204;Hoenheim;20998
67205;Hoerdt;24365
67206;Hoffen;22054
67208;Hohengoeft;22208
67209;Hohfrankenheim;23747
67210;Le Hohwald;21773
67212;Holtzheim;23698
67213;Hunspach;22884
67214;Hurtigheim;25740
67215;Huttendorf;23989
67216;Huttenheim;22882
67217;Ichtratzheim;25589
67218;Illkirch-Graffenstaden;21900
67220;Ingenheim;22350
67221;Ingolsheim;23653
67222;Ingwiller;20744
67223;Innenheim;23881
67225;Issenhausen;22569
67226;Ittenheim;24537
67227;Itterswiller;23697
67228;Neugartheim-Ittlenheim;25968
67229;Jetterswiller;20794
67230;Kaltenhouse;22676
67231;Kauffenheim;24596
67232;Keffenach;23266
67233;Kertzfeld;22787
67234;Keskastel;20260
67235;Kesseldorf;24535
67236;Kienheim;28092
67237;Kilstett;25817
67238;Kindwiller;23135
67239;Kintzheim;24242
67240;Kirchheim;23060
67241;Kirrberg;21231
67242;Kirrwiller;22938
67244;Kleingoeft;25512
67245;Knoersheim;22044
67246;Kogenheim;21583
67247;Kolbsheim;24400
67248;Krautergersheim;23870
67249;Krautwiller;23859
67250;Kriegsheim;25336
67252;Kurtzenhouse;24110
67253;Kuttolsheim;24160
67254;Kutzenhausen;22437
67255;Lalaye;21488
67256;Lampertheim;27625
67257;Lampertsloch;23171
67258;Landersheim;23027
67259;Langensoultzbach;21708
67260;Laubach;24018
67261;Lauterbourg;22244
67263;Lembach;21346
67264;Leutenheim;23106
67265;Lichtenberg;21105
67266;Limersheim;25338
67267;Lingolsheim;20378
67268;Lipsheim;25606
67269;Littenheim;22333
67270;Lixhausen;23944
67271;Lobsann;24014
67272;Lochwiller;22830
67273;Lohr;20239
67274;Lorentzen;19059
67275;Lupstein;22425
67276;Lutzelhouse;22052
67277;Mackenheim;22039
67278;Mackwiller;20036
67279;Maennolsheim;22865
67280;Maisonsgoutte;20977
67281;Marckolsheim;20357
67282;Marlenheim;23255
67283;Marmoutier;20563
67285;Matzenheim;24331
67286;Meistratzheim;23459
67287;Melsheim;21453
67288;Memmelshoffen;23531
67289;Menchhoffen;22138
67290;Merkwiller-Pechelbronn;22220
67291;Mertzwiller;21059
67292;Mietesheim;23078
67293;Minversheim;24556
67295;Mittelbergheim;25017
67296;Mittelhausbergen;29795
67298;Mittelschaeffolsheim;25234
67299;Mollkirch;24746
67300;Molsheim;21350
67301;Mommenheim;23603
67302;Monswiller;20665
67303;Morsbronn-les-Bains;23137
67304;Morschwiller;22260
67305;Mothern;24242
67306;Muhlbach-sur-Bruche;22783
67307;Mulhausen;21244
67308;Munchhausen;25460
67309;Mundolsheim;25147
67310;Mussig;22934
67311;Muttersholtz;21949
67312;Mutzenhouse;22556
67313;Mutzig;19879
67314;Natzwiller;21458
67315;Neewiller-près-Lauterbourg;25564
67317;Neubois;22874
67319;Neuhaeusel;23558
67320;Neuve-Église;21258
67321;Neuviller-la-Roche;19091
67322;Neuwiller-lès-Saverne;22078
67324;Niederbronn-les-Bains;21094
67325;Niederhaslach;22359
67326;Niederhausbergen;28151
67327;Niederlauterbach;25094
67328;Niedermodern;21718
67329;Niedernai;24151
67330;Niederroedern;24064
67331;Niederschaeffolsheim;23466
67333;Niedersoultzbach;22255
67334;Niedersteinbach;19738
67335;Nordheim;24838
67336;Nordhouse;24038
67337;Nothalten;22896
67338;Obenheim;22743
67339;Betschdorf;22192
67340;Oberbronn;20823
67341;Oberdorf-Spachbach;22949
67342;Oberhaslach;22909
67343;Oberhausbergen;24329
67344;Oberhoffen-lès-Wissembourg;25168
67345;Oberhoffen-sur-Moder;23008
67346;Oberlauterbach;26533
67347;Obermodern-Zutzendorf;22877
67348;Obernai;21102
67349;Oberroedern;23054
67350;Oberschaeffolsheim;26223
67351;Seebach;24203
67352;Obersoultzbach;21056
67353;Obersteinbach;21866
67354;Odratzheim;25535
67355;Oermingen;21723
67356;Offendorf;24671
67358;Offwiller;21593
67359;Ohlungen;24541
67360;Ohnenheim;22415
67361;Olwisheim;26508
67362;Orschwiller;25062
67363;Osthoffen;27304
67364;Osthouse;23806
67365;Ostwald;20479
67366;Ottersthal;23904
67367;Otterswiller;23213
67368;Ottrott;26846
67369;Ottwiller;20772
67370;Petersbach;19379
67371;La Petite-Pierre;21118
67372;Val de Moder;21367
67373;Pfalzweyer;21235
67375;Pfulgriesheim;25746
67377;Plaine;21583
67378;Plobsheim;24158
67379;Preuschdorf;21966
67380;Printzheim;21444
67381;Puberg;19953
67382;Quatzenheim;25032
67383;Rangen;23744
67384;Ranrupt;21917
67385;Ratzwiller;22767
67386;Rauwiller;20438
67387;Reichsfeld;23381
67388;Reichshoffen;20461
67389;Reichstett;23564
67391;Reinhardsmunster;24043
67392;Reipertswiller;19723
67394;Retschwiller;22467
67395;Reutenbourg;22566
67396;Rexingen;21191
67397;Rhinau;21908
67398;Richtolsheim;22023
67400;Riedseltz;22390
67401;Rimsdorf;21330
67402;Ringeldorf;21773
67403;Ringendorf;24005
67404;Rittershoffen;22399
67405;Roeschwoog;24807
67406;Rohr;22630
67407;Rohrwiller;23194
67408;Romanswiller;22671
67409;Roppenheim;23304
67410;Rosenwiller;25908
67411;Rosheim;23926
67412;Rossfeld;22267
67413;Rosteig;19982
67414;Rothau;18552
67415;Rothbach;20531
67416;Rott;23085
67417;Rottelsheim;25665
67418;Rountzenheim;23785
67420;Russ;21771
67421;Saales;18319
67422;Saasenheim;21854
67423;Saessolsheim;23050
67424;Saint-Blaise-la-Roche;20405
67425;Saint-Jean-Saverne;23396
67426;Saint-Martin;19264
67427;Saint-Maurice;23730
67428;Saint-Nabor;25304
67429;Saint-Pierre;22382
67430;Saint-Pierre-Bois;24776
67432;Salmbach;24154
67433;Sand;22880
67434;Sarre-Union;18037
67435;Sarrewerden;20779
67436;Saulxures;19769
67437;Saverne;19991
67438;Schaeffersheim;24185
67440;Schaffhouse-près-Seltz;24942
67441;Schalkendorf;22759
67442;Scharrachbergheim-Irmstett;24803
67443;Scheibenhard;26203
67444;Scherlenheim;23657
67445;Scherwiller;23750
67446;Schillersdorf;20597
67447;Schiltigheim;17840
67448;Schirmeck;18277
67449;Schirrhein;23963
67450;Schirrhoffen;23298
67451;Schleithal;24220
67452;Schnersheim;25527
67453;Schoenau;23272
67454;Schoenbourg;21615
67455;Schoenenbourg;20931
67456;Schopperten;20729
67458;Schweighouse-sur-Moder;22698
67459;Schwenheim;22767
67460;Schwindratzheim;23208
67461;Schwobsheim;21997
67462;Sélestat;19702
67463;Seltz;23240
67464;Sermersheim;22176
67465;Sessenheim;22945
67466;Siegen;23119
67467;Siewiller;18624
67468;Siltzheim;22887
67470;Solbach;22111
67471;Souffelweyersheim;23816
67472;Soufflenheim;21368
67473;Soultz-les-Bains;24590
67474;Soultz-sous-Forêts;21788
67475;Sparsbach;21469
67476;Stattmatten;22929
67477;Steige;20495
67478;Steinbourg;20990
67479;Steinseltz;24828
67480;Still;23303
67481;Stotzheim;23390
67482;Strasbourg;18115
67483;Struth;19995
67484;Stundwiller;23438
67485;Stutzheim-Offenheim;27924
67486;Sundhouse;20480
67487;Surbourg;22878
67488;Thal-Drulingen;19850
67489;Thal-Marmoutier;23806
67490;Thanvillé;23517
67491;Tieffenbach;19681
67492;Traenheim;25101
67493;Triembach-au-Val;22934
67494;Trimbach;23693
67495;Truchtersheim;26695
67497;Uhlwiller;22987
67498;Uhrwiller;22139
67499;Urbeis;20432
67500;Urmatt;22923
67501;Uttenheim;23214
67502;Uttenhoffen;24342
